HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
145,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,palleucus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Gyrinophilus.palleucus,Tennessee cave salamander,,,,,,18.5
146,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,porphyriticus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Gyrinophilus.porphyriticus,Spring salamander,1460,1460,,61,,18.5
147,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Hemidactylium,scutatum,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Hemidactylium.scutatum,Four-toed salamander,912,912,,30,,8.9
148,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,hubrichti,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Phaeognathus.hubrichti,Red Hills salamander,2008,,,9,,19.7
149,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.cinereus,Eastern red-backed salamander,730,730,,8,0.5,25
150,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dunni,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.dunni,Dunn's salamander,1095,1095,70,9.4,,11
151,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,elongatus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.elongatus,Del Norte salamander,,,,7,,13.3
152,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.glutinosus,Northern slimy salamander,910,910,,21,4.2,20.1
153,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.jordani,Red-cheeked salamander,1825,1095,,,,19.8
154,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,vehiculum,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.vehiculum,Western red-backed salamander,,,,,,11.1
155,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,yonahlossee,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon.yonahlossee,Yonahlossee salamander,1095,1095,,,,
156,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,montanus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Pseudotriton.montanus,Mud salamander,1643,1095,,,,15.1
157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Pseudotriton.ruber,Red salamander,1825,1460,75,80,,20.1
158,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes,italicus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Speleomantes.italicus,Italian cave salamander,1278,1278,304,10,,10.6
159,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Animalia.Chordata.Amphibia.Caudata.Proteidae.Necturus.maculosus,Mudpuppy,2190,1825,50,68,,34
160,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,punctatus,Animalia.Chordata.Amphibia.Caudata.Proteidae.Necturus.punctatus,Dwarf waterdog,1825,1825,,30,,
161,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,anguinus,Animalia.Chordata.Amphibia.Caudata.Proteidae.Proteus.anguinus,Olm,4124,,133,35,17,102
162,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,asper,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Calotriton.asper,Pyrenean brook newt,,,,,,26
163,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,ensicauda,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Cynops.ensicauda,Brown newt,,,,,,17.9
164,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,pyrrhogaster,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Cynops.pyrrhogaster,Japanese firebelly newt,913,913,20,200,,25
165,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,alpestris,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Ichthyosaura.alpestris,Laureutis alpine salamander,1460,1095,,,,15
166,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Lissotriton.boscai,Bosca's newt,,,,160,,8
167,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Lissotriton.vulgaris,Smooth newt,1095,730,,180,,20
168,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Notophthalmus.perstriatus,Striped newt,487,487,,,,12.9
169,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Notophthalmus.viridescens,Eastern newt,2000,2000,,,,25
170,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pachytriton,brevipes,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Pachytriton.brevipes,Tsitou newt,,,,,,6.5
171,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,chinensis,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Paramesotriton.chinensis,Asian newt,,,,,,10.3
172,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,poireti,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Pleurodeles.poireti,Algerian newt,,,,,,14
173,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Pleurodeles.waltl,Iberian ribbed newt,,,13,725,,19.5
174,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,atra,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Salamandra.atra,Golden alpine salamander,,,,,,17
175,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Salamandra.salamandra,European fire salamander,,,,,19.1,24
176,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Taricha.granulosa,Rough-skinned newt,1278,1278,23,,12.32,
177,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,rivularis,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Taricha.rivularis,Red-bellied newt,1825,1825,18,10,,
178,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,torosa,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Taricha.torosa,California newt,1095,1095,45,122,,21.8
179,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,carnifex,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Triturus.carnifex,Italian crested newt,,,,,,11
180,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Triturus.cristatus,Northern crested newt,,,16,225,,28
181,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,marmoratus,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Triturus.marmoratus,Marbled newt,1460,1460,,,,25
182,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Tylototriton,verrucosus,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Tylototriton.verrucosus,Mandarin salamander,1460,1460,,43,,11
183,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,intermedia,Animalia.Chordata.Amphibia.Caudata.Sirenidae.Siren.intermedia,Lesser siren,730,730,60,350,,25.7
184,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,lacertina,Animalia.Chordata.Amphibia.Caudata.Sirenidae.Siren.lacertina,Greater siren,,,,500,,25
185,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Dermophis,mexicanus,Animalia.Chordata.Amphibia.Gymnophiona.Caeciliidae.Dermophis.mexicanus,Mexican burrowing caecilian,,,,,,13.8
186,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,compressicauda,Animalia.Chordata.Amphibia.Gymnophiona.Caeciliidae.Typhlonectes.compressicauda,Cayenne caecilian,,,,,,4.9
187,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,natans,Animalia.Chordata.Amphibia.Gymnophiona.Caeciliidae.Typhlonectes.natans,Aquatic caecilian,,,,,,
188,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,kohtaoensis,Animalia.Chordata.Amphibia.Gymnophiona.Ichthyophiidae.Ichthyophis.kohtaoensis,Yellow-striped caecilian,,,,,,7.3
190,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Accipiter.cooperii,Cooper's hawk,730,730,24,4,526.64,20.3
191,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Accipiter.gentilis,Northern goshawk,365,730,33,3,1044.2,22
192,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Accipiter.nisus,Eurasian sparrowhawk,365,365,,,237.5,20.2
193,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Accipiter.striatus,Sharp-shinned hawk,365,365,34,4,135,19.9
194,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aegypius.monachus,Cinereous vulture,,,,,9625,39
195,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,adalberti,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila.adalberti,Spanish imperial eagle,,,,,3000,44.5
196,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila.audax,Wedge-tailed eagle,,,,,3466,40
197,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila.chrysaetos,Golden eagle,1460,1460,40,2,4800,48
198,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila.fasciata,Bonelli's eagle,,,,,2000,20
199,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,heliaca,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila.heliaca,Eastern imperical eagle,,,,,3262,56
200,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila.nipalensis,Steppe eagle,,,,,2745.5,41
201,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,pomarina,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila.pomarina,Lesser spotted eagle,,,,,1370,26.1
202,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila.rapax,Tawny eagle,,,,,1996.1,40.3
203,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,indicus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Butastur.indicus,Grey-faced buzzard,,,,,415,8.5
204,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.buteo,Buzzard,730,730,,,1012,28.8
205,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.jamaicensis,Red-tailed hawk,730,730,31,3,1362,30.7
206,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.lagopus,Rough-legged hawk,730,730,29,5,980.64,18.8
207,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.lineatus,Red-shouldered hawk,365,365,33,3.5,607,22.4
208,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.platypterus,Broad-winged hawk,365,365,25,2.5,454,18.3
209,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,regalis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.regalis,Ferruginous hawk,730,730,32,3,1500,23.7
210,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.rufinus,Long-legged buzzard,,,,,1174.5,
211,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.solitarius,Hawaiian hawk,,,38,1,505,17
212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.swainsoni,Swainson's hawk,730,730,31,3,980.64,24.9
213,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteogallus.anthracinus,Common black hawk,730,730,38,1.5,837,13.5
214,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circaetus.cinereus,Brown snake eagle,,,,,2048,
215,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circaetus.gallicus,Short-toed eagle,1095,1095,,,1699.5,17.3
216,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circus.aeruginosus,Swamp harrier,730,730,,,711.5,20.1
217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circus.cyaneus,Northern harrier,365,365,31,4.4,392,17.1
218,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circus.macrourus,Pallid harrier,,,,,388.5,13.5
219,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circus.pygargus,Montagu's harrier,730,730,,,315.5,16.3
220,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Elanus.caeruleus,Black-winged kite,,,,,260.5,6
221,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Elanus.leucurus,White-tailed kite,,,30,4.1,280,6
222,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Geranoaetus.melanoleucus,Black-chested buzzard-eagle,,,,,2447.5,42
223,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Gypaetus.barbatus,Bearded vulture,,,,,5070,40
224,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Gypohierax.angolensis,Palm-nut vulture,,,,,1600,27.1
225,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,africanus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Gyps.africanus,White-backed vulture,,,,,5433,19.7
226,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Gyps.bengalensis,Bengal vulture,,,,,4385,
227,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Gyps.fulvus,Eurasian griffon,1460,1460,,,7436,41.4
228,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Haliaeetus.albicilla,White-tailed sea-eagle,1460,1460,41,2,6696.5,42
229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Haliaeetus.leucocephalus,Bald eagle,1460,1460,35,2,3175,48
230,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,harpyja,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Harpia.harpyja,Harpy eagle,,,,,4800,16.8
231,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Harpyopsis.novaeguineae,New Guinea eagle,,,,,,30
232,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Hieraaetus.morphnoides,Little eagle,,,,,791,10.3
233,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Ictinia.mississippiensis,Mississippi kite,365,365,31,2,266,11.2
234,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Kaupifalco.monogrammicus,Lizard buzzard,,,,,280.5,8.6
235,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Lophoictinia.isura,Square-tailed kite,,,,,585.5,17
236,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,migrans,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Milvus.migrans,Black kite,1095,1095,,,1000,24
237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,milvus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Milvus.milvus,Red kite,1095,1095,,,1080,38
238,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Neophron.percnopterus,Egyptian vulture,,,,,2082,37
239,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Parabuteo.unicinctus,Harris's hawk,365,365,34,3,994.26,25
240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Pernis.apivorus,Western honey-buzzard,1095,1095,,,758,29
241,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Pithecophaga.jefferyi,Philippine eagle,1825,2555,63,1,6500,41
242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Rostrhamus.sociabilis,Snail kite,365,365,30,3,352.5,17
243,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Terathopius.ecaudatus,Bateleur,,,,,2200,55
244,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Cathartes.aura,Turkey vulture,4015,4015,39,2,2200,20.8
245,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Coragyps.atratus,Black vulture,2920,2920,35,2,2270,25.5
246,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Gymnogyps.californianus,California condor,2190,2190,57,1,11175,45
247,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Sarcoramphus.papa,King vulture,,,57,,3405,40
248,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Vultur.gryphus,Andean condor,2555,2555,56,1,10500,79
249,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Animalia.Chordata.Aves.Accipitriformes.Pandionidae.Pandion.haliaetus,Osprey,1095,1095,38,3,1362,32
250,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,galericulata,Animalia.Chordata.Aves.Anseriformes.Anatidae.Aix.galericulata,Mandarin duck,,,29,10.5,570,10.4
251,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Animalia.Chordata.Aves.Anseriformes.Anatidae.Aix.sponsa,Wood duck,365,365,31,12,452.8,22.5
252,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Animalia.Chordata.Aves.Anseriformes.Anatidae.Alopochen.aegyptiaca,Egyptian goose,730,730,29,7,1900,25.5
253,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.acuta,Northern pintail,240,240,22,7.5,721,27.4
254,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.americana,American wigeon,365,365,23,9,793.8,21.3
255,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.bahamensis,White-cheeked pintail,,,,,491.7,
256,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.clypeata,Northern shoveler,240,240,23,11,613,22.6
257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.crecca,Green-winged teal,180,180,22,10,343.8,27.1
258,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.cyanoptera,Cinnamon teal,365,365,23,10,411,12.9
259,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,discors,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.discors,Blue-winged teal,240,240,24,10,420,23.2
260,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.fulvigula,Mottled duck,365,365,26,10,950,20
261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.laysanensis,Laysan duck,365,365,28,3.8,500,12
262,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.penelope,Eurasian wigeon,365,365,24,8,660,35.2
263,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.platyrhynchos,Mallard,365,365,26,9,1048.1,29.1
264,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.querquedula,Garganey,365,365,,,326,14.7
265,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.rubripes,American black duck,365,365,28,9,998.7,26.6
266,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.strepera,Gadwall,240,240,26,10,791,28
267,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anser.albifrons,Greater white-fronted goose,1095,1095,27,5,2681,47
268,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anser.anser,Greylag goose,1095,1095,,,3308.5,31
269,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anser.brachyrhynchus,Pink-footed goose,1095,1095,,,2645,40.9
270,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anser.fabalis,Bean goose,1095,1095,28,4,3348,25.6
271,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Animalia.Chordata.Aves.Anseriformes.Anatidae.Aythya.affinis,Lesser scaup,365,365,24,10,787,18.3
